amrs_concept_id,kenyaemr_concept_uuid,kenyaemr_concep_id
6176,159798AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6176,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6176,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
9742,c49549c5-f761-408b-bc71-c0ae1fd16b73,
9742,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
9742,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10591,1adbdc14-2324-4298-90d1-5b590c3cf094,
10591,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10591,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,159800AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,159799AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,1494AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,133027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,124068AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
6174,116334AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,1271AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,307AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,12AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,162202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,307AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1271,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
12,307AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
12,1115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
12,152526AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1272,1272AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1272,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1272,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,162202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,162203AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,162204AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,164104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,163611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10761,1138AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
2028,163752AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
2028,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
2028,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10676,163414AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10676,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10676,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
7502,162275AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
7502,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
7502,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10677,162309AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10677,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10677,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
7637,161562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1113,1113AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,1111AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,1131AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,768AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,159851AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,1194AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,1108AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,75948AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,159909AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,78280AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,82900AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,84360AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,83352AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,767AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,160096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,160092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,1108AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,163753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,160094AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,160095AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
1111,160093AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
8292,1659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
8292,1660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
8292,142177AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
